timestamp,track,channel,event,note,midi_value
148878,1,0,0,82,64
148905,1,0,1,75,57
148905,1,0,1,84,57
149069,2,0,0,53,64
149151,1,0,0,84,64
149151,1,0,0,75,64
149178,1,0,1,78,57
149178,2,0,1,54,49
149178,1,0,1,85,57
149424,2,0,0,54,64
149451,2,0,1,61,49
149697,2,0,0,61,64
149724,2,0,1,68,49
149996,1,0,1,75,57
149996,1,0,0,85,64
149996,1,0,0,78,64
149996,1,0,1,84,57
150433,1,0,0,75,64
150433,1,0,0,84,64
150542,1,0,1,72,57
150542,1,0,1,80,57
151033,1,0,0,72,64
151033,1,0,0,80,64
151053,1,0,1,80,57
151087,1,0,1,73,57
151087,1,0,1,82,57
151114,1,0,0,80,64
151360,2,0,0,68,64
151360,2,0,1,53,49
151605,1,0,0,73,64
151605,1,0,0,82,64
151606,2,0,0,53,64
151633,1,0,1,80,57
151633,2,0,1,61,49
151878,2,0,0,61,64
151906,2,0,1,65,49
152123,1,0,0,80,64
152178,1,0,1,73,57
152669,1,0,0,73,64
152723,1,0,1,75,57
153357,1,0,1,63,57
153419,1,0,1,68,57
153419,1,0,0,63,64
153480,1,0,1,70,57
153480,1,0,0,68,64
153541,1,0,0,75,0
153542,1,0,0,70,64
153542,2,0,0,65,64
153542,2,0,1,51,49
153542,1,0,1,75,57
153543,1,0,0,75,64
153787,2,0,0,51,64
153815,2,0,1,58,49
154060,2,0,0,58,64
154087,2,0,1,61,49
154360,1,0,1,66,57
154524,2,0,0,61,64
154633,2,0,1,63,49
154796,1,0,0,66,64
154905,1,0,1,68,57
155069,2,0,0,63,64
155178,2,0,1,61,49
155396,1,0,0,68,64
155451,1,0,1,70,57
155615,2,0,0,61,64
155969,1,0,0,70,64
155996,1,0,1,73,53
156487,1,0,0,73,64
156542,1,0,1,75,58
157796,1,0,0,75,64
157905,1,0,1,65,64
157905,1,0,1,73,64
157906,2,0,1,46,54
158151,2,0,0,46,64
158178,2,0,1,53,54
158424,2,0,0,53,64
158451,2,0,1,61,54
158723,1,0,1,72,64
158723,1,0,1,63,64
158723,1,0,0,73,64
158723,1,0,0,65,64
159242,2,0,0,61,64
159242,1,0,0,63,64
159242,1,0,0,72,64
159269,1,0,1,70,64
159760,1,0,0,70,64
159814,1,0,1,68,64
160087,2,0,1,48,54
160357,2,0,0,48,64
160357,1,0,0,68,64
160387,2,0,1,56,54
160387,1,0,1,63,64
160657,2,0,0,56,64
160687,2,0,1,60,54
160927,1,0,0,63,64
160987,1,0,1,75,64
161467,1,0,0,75,64
161587,1,0,1,68,64
162487,1,0,1,77,64
162487,2,0,0,60,64
162487,2,0,1,49,54
162487,1,0,0,68,64
162488,1,0,1,68,64
162733,2,0,0,49,64
162760,2,0,1,56,54
162978,1,0,0,77,64
162978,1,0,0,68,64
163006,2,0,0,56,64
163032,1,0,1,78,64
163033,2,0,1,61,54
163278,2,0,0,61,64
163278,1,0,0,78,64
163305,1,0,1,68,80
163305,1,0,1,77,64
163578,2,0,1,48,54
163823,1,0,0,77,64
163823,1,0,0,68,64
163824,2,0,0,48,64
163851,2,0,1,56,54
163851,1,0,1,75,64
164069,2,0,0,56,64
164124,2,0,1,60,54
164341,1,0,0,75,64
164396,1,0,1,73,64
164560,2,0,0,60,64
164669,2,0,1,46,54
164914,1,0,0,73,64
164915,2,0,0,46,64
164941,1,0,1,65,64
164942,2,0,1,53,54
165160,1,0,0,65,64
165187,2,0,0,53,64
165214,1,0,1,70,80
165215,2,0,1,61,54
165460,1,0,0,70,64
165487,1,0,1,73,64
165706,2,0,0,61,64
165760,2,0,1,44,54
166005,1,0,0,73,64
166006,2,0,0,44,64
166032,1,0,1,65,64
166033,2,0,1,53,54
166251,2,0,0,53,64
166251,1,0,0,65,64
166305,1,0,1,68,80
166306,2,0,1,63,54
166551,1,0,0,68,64
166578,1,0,1,70,64
166742,2,0,0,63,64
166851,2,0,1,43,54
167096,2,0,0,43,64
167124,2,0,1,51,54
167369,2,0,0,51,64
167396,2,0,1,53,54
167642,2,0,0,53,64
167669,2,0,1,58,54
168187,1,0,0,70,64
168214,1,0,1,65,64
168705,1,0,0,65,64
168760,1,0,1,63,64
168924,2,0,0,58,64
169033,2,0,1,42,54
169278,2,0,0,42,64
169306,2,0,1,51,54
169551,2,0,0,51,64
169578,2,0,1,53,54
169824,2,0,0,53,64
169851,2,0,1,58,54
170014,1,0,0,63,64
170396,1,0,1,70,64
170641,1,0,0,70,64
170669,1,0,1,72,64
170914,1,0,0,72,64
170941,1,0,1,68,64
171106,2,0,0,58,64
171215,2,0,1,41,54
171460,2,0,0,41,64
171487,2,0,1,44,54
171733,2,0,0,44,64
171760,2,0,1,53,54
172006,2,0,0,53,64
172032,1,0,1,60,63
172032,1,0,0,68,64
172033,2,0,1,56,54
172469,1,0,0,60,64
172578,1,0,1,63,63
173069,1,0,0,63,64
173123,1,0,1,61,63
173287,2,0,0,56,64
173396,2,0,1,46,54
173641,1,0,0,61,64
173642,2,0,0,46,64
173669,2,0,1,53,54
173669,1,0,1,73,63
173669,1,0,1,65,63
173915,2,0,0,53,64
173942,2,0,1,56,54
174160,1,0,0,73,64
174160,1,0,0,65,64
174214,1,0,1,72,63
174214,1,0,1,63,63
174705,1,0,0,72,64
174705,1,0,0,63,64
174760,1,0,1,60,63
174760,1,0,1,68,63
174924,2,0,0,56,64
175033,2,0,1,46,54
175524,2,0,0,46,64
175578,2,0,1,39,54
175578,1,0,1,66,51
175578,1,0,0,60,64
175578,1,0,0,68,64
175578,1,0,1,58,51
175578,1,0,1,61,51
175824,2,0,0,39,64
175851,2,0,1,46,54
176069,1,0,0,66,64
176069,1,0,0,58,64
176069,1,0,0,61,64
176096,2,0,0,46,64
176123,1,0,1,65,63
176124,2,0,1,54,54
176369,1,0,0,65,64
176396,1,0,1,61,63
176914,1,0,0,61,64
176941,1,0,1,58,63
177759,1,0,0,54,0
177760,1,0,1,54,52
177760,1,0,0,58,64
177760,2,0,1,44,54
177761,2,0,0,54,64
177828,1,0,1,58,53
177896,1,0,1,61,55
177964,1,0,1,65,56
178701,1,0,0,58,64
178769,1,0,0,61,64
178837,1,0,0,65,64
178851,1,0,1,66,59
179832,1,0,0,66,64
179941,1,0,1,70,58
180923,1,0,0,70,64
180924,2,0,0,44,64
181032,1,0,1,68,49
181278,1,0,0,68,64
181305,1,0,1,73,53
181509,1,0,0,73,0
181510,1,0,1,73,80
181551,1,0,0,73,64
181578,1,0,1,75,56
181823,1,0,0,75,64
181851,1,0,1,73,60
182089,1,0,1,75,60
182096,1,0,0,73,64
182123,1,0,1,68,60
182123,1,0,1,77,60
182124,2,0,1,37,54
182151,1,0,0,75,64
182369,2,0,0,37,64
182396,2,0,1,44,54
182614,1,0,0,77,64
182614,1,0,0,68,64
182642,2,0,0,44,64
182669,2,0,1,49,54
182669,1,0,1,80,63
182914,1,0,0,80,64
182915,2,0,0,49,64
182941,1,0,1,72,63
182942,2,0,1,41,54
183187,2,0,0,41,64
183215,2,0,1,49,54
183433,2,0,0,49,64
183460,1,0,0,72,64
183487,2,0,1,53,80
183487,1,0,1,73,63
183924,2,0,0,53,64
183978,1,0,0,73,64
184032,1,0,1,73,80
184032,1,0,1,70,80
184032,1,0,1,68,80
184033,2,0,1,42,54
184278,1,0,0,70,64
184278,1,0,0,68,64
184278,1,0,0,73,64
184551,2,0,0,42,64
184578,2,0,1,49,54
184578,1,0,1,85,63
184815,1,0,0,85,0
184816,1,0,1,85,63
184823,1,0,0,85,64
184824,2,0,0,49,64
184851,1,0,1,87,63
184851,2,0,1,56,54
185096,1,0,0,87,64
185096,2,0,0,56,64
185123,1,0,1,85,63
185124,2,0,1,49,54
185369,1,0,0,85,64
185369,2,0,0,49,64
185396,2,0,1,54,54
185396,1,0,1,94,63
185396,1,0,1,82,63
185641,1,0,0,82,64
185641,1,0,0,94,64
185642,2,0,0,54,64
185669,2,0,1,49,54
185669,1,0,1,92,63
185669,1,0,1,80,80
185914,1,0,0,80,64
185914,1,0,0,92,64
185915,2,0,0,49,64
185942,2,0,1,56,54
186187,2,0,0,56,64
186214,1,0,1,73,63
186215,2,0,1,49,54
186337,1,0,0,73,64
186351,1,0,1,75,63
186460,2,0,0,49,64
186473,1,0,0,75,64
186487,2,0,1,37,54
186487,1,0,1,77,63
186487,1,0,1,68,63
186732,1,0,0,68,64
186732,1,0,0,77,64
186733,2,0,0,37,64
186760,1,0,1,75,63
186760,2,0,1,44,54
187005,1,0,0,75,64
187006,2,0,0,44,64
187032,1,0,1,73,63
187033,2,0,1,49,54
187278,1,0,0,73,64
187278,2,0,0,49,64
187305,1,0,1,80,63
187305,1,0,1,72,63
187306,2,0,1,41,54
187551,2,0,0,41,64
187578,2,0,1,49,54
187796,2,0,0,49,64
187823,1,0,0,80,64
187823,1,0,0,72,64
187851,1,0,1,73,63
187851,2,0,1,53,80
188287,2,0,0,53,64
188341,1,0,0,73,64
188396,1,0,1,73,63
188396,1,0,1,70,63
188396,1,0,1,68,63
188396,2,0,1,42,54
188641,1,0,0,73,64
188641,1,0,0,70,64
188641,1,0,0,68,64
188915,2,0,0,42,64
188941,1,0,1,85,63
188942,2,0,1,49,54
189179,1,0,0,85,0
189180,1,0,1,85,63
189187,2,0,0,49,64
189187,1,0,0,85,64
189214,1,0,1,87,63
189215,2,0,1,56,54
189460,2,0,0,56,64
189460,1,0,0,87,64
189487,2,0,1,49,54
189487,1,0,1,85,63
189732,1,0,0,85,64
189733,2,0,0,49,64
189760,1,0,1,94,63
189760,1,0,1,82,63
189760,2,0,1,54,54
190005,1,0,0,94,64
190005,1,0,0,82,64
190006,2,0,0,54,64
190032,1,0,1,80,80
190032,1,0,1,92,63
190033,2,0,1,49,54
190278,1,0,0,80,64
190278,1,0,0,92,64
190278,2,0,0,49,64
190306,2,0,1,56,54
190551,2,0,0,56,64
190578,2,0,1,49,54
190578,1,0,1,73,63
190701,1,0,0,73,64
190714,1,0,1,75,63
190824,2,0,0,49,64
190837,1,0,0,75,64
190851,1,0,1,77,63
190851,1,0,1,68,63
190851,2,0,1,37,54
191096,1,0,0,68,64
191096,1,0,0,77,64
191096,2,0,0,37,64
191123,1,0,1,75,63
191124,2,0,1,44,54
191369,2,0,0,44,64
191369,1,0,0,75,64
191396,2,0,1,49,54
191396,1,0,1,73,63
191641,1,0,0,73,64
191642,2,0,0,49,64
191669,1,0,1,80,63
191669,1,0,1,72,63
191669,2,0,1,41,54
191915,2,0,0,41,64
191942,2,0,1,49,54
192160,2,0,0,49,64
192187,1,0,0,72,64
192187,1,0,0,80,64
192214,1,0,1,73,63
192215,2,0,1,53,54
192651,2,0,0,53,64
192705,1,0,0,73,64
192760,1,0,1,68,80
192760,1,0,1,73,80
192760,2,0,1,42,80
192760,1,0,1,70,80
193005,1,0,0,68,64
193005,1,0,0,73,64
193005,1,0,0,70,64
193278,2,0,0,42,64
193306,2,0,1,49,54
193551,2,0,0,49,64
193578,1,0,1,92,80
193578,1,0,1,85,80
193578,2,0,1,56,54
193701,1,0,0,92,64
193701,1,0,0,85,64
193714,1,0,1,87,80
193824,2,0,0,56,64
193837,1,0,0,87,64
193851,2,0,1,49,54
194096,2,0,0,49,64
194123,1,0,1,73,63
194123,1,0,1,80,80
194124,2,0,1,54,54
194246,1,0,0,80,64
194246,1,0,0,73,64
194260,1,0,1,75,63
194369,2,0,0,54,64
194382,1,0,0,75,64
194396,2,0,1,49,54
194642,2,0,0,49,64
194669,1,0,1,61,80
194669,1,0,1,68,80
194669,2,0,1,56,54
194791,1,0,0,61,64
194791,1,0,0,68,64
194805,1,0,1,63,80
194915,2,0,0,56,64
194928,1,0,0,63,64
194942,2,0,1,49,54
195146,1,0,1,63,80
195187,2,0,0,49,64
195214,1,0,1,65,63
195214,1,0,1,56,63
195215,2,0,1,37,54
195269,1,0,0,63,64
195460,2,0,0,37,64
195487,2,0,1,44,54
195651,1,0,0,56,64
195651,1,0,0,65,64
195733,2,0,0,44,64
195760,2,0,1,49,54
195760,1,0,1,68,63
196005,1,0,0,68,64
196006,2,0,0,49,64
196032,1,0,1,60,63
196032,1,0,1,56,80
196033,2,0,1,41,54
196278,2,0,0,41,64
196306,2,0,1,49,54
196469,1,0,0,60,64
196523,1,0,0,56,64
196524,2,0,0,49,64
196578,2,0,1,53,80
196578,1,0,1,61,63
197014,1,0,0,61,64
197015,2,0,0,53,64
197123,1,0,1,61,80
197123,1,0,1,54,80
197124,2,0,1,42,54
197369,1,0,0,54,64
197369,1,0,0,61,64
197642,2,0,0,42,64
197669,2,0,1,49,54
197669,1,0,1,85,56
197906,1,0,0,85,0
197907,1,0,1,85,56
197914,1,0,0,85,64
197915,2,0,0,49,64
197941,1,0,1,87,56
197942,2,0,1,56,54
198187,1,0,0,87,64
198187,2,0,0,56,64
198214,1,0,1,85,56
198215,2,0,1,49,54
198460,1,0,0,85,64
198460,2,0,0,49,64
198487,1,0,1,82,56
198487,2,0,1,54,54
198487,1,0,1,94,56
198732,1,0,0,82,64
198732,1,0,0,94,64
198733,2,0,0,54,64
198760,1,0,1,80,80
198760,2,0,1,49,54
198760,1,0,1,92,56
199005,1,0,0,80,64
199005,1,0,0,92,64
199006,2,0,0,49,64
199033,2,0,1,56,54
199278,2,0,0,56,64
199305,1,0,1,73,63
199306,2,0,1,49,54
199428,1,0,0,73,64
199441,1,0,1,75,63
199551,2,0,0,49,64
199564,1,0,0,75,64
199578,1,0,1,68,63
199578,2,0,1,49,54
199578,1,0,1,77,63
199823,1,0,0,68,64
199823,1,0,0,77,64
199824,2,0,0,49,64
199851,1,0,1,75,63
199851,2,0,1,56,54
200096,1,0,0,75,64
200096,2,0,0,56,64
200123,1,0,1,73,63
200124,2,0,1,61,54
200369,1,0,0,73,64
200369,2,0,0,61,64
200396,1,0,1,72,63
200396,2,0,1,53,54
200396,1,0,1,80,63
200642,2,0,0,53,64
200669,2,0,1,61,54
200887,2,0,0,61,64
200914,1,0,0,80,64
200914,1,0,0,72,64
200941,1,0,1,73,63
200942,2,0,1,65,54
201378,2,0,0,65,64
201432,1,0,0,73,64
201487,1,0,1,68,50
201487,2,0,1,54,54
201487,1,0,1,73,50
201487,1,0,1,70,50
201732,1,0,0,68,64
201732,1,0,0,73,64
201732,1,0,0,70,64
201978,2,0,0,54,64
202032,1,0,1,85,56
202033,2,0,1,61,54
202251,2,0,0,61,64
202278,1,0,0,85,64
202305,1,0,1,87,56
202306,2,0,1,68,54
202524,2,0,0,68,64
202551,1,0,0,87,64
202578,1,0,1,85,56
202578,2,0,1,61,54
202796,2,0,0,61,64
202823,1,0,0,85,64
202851,1,0,1,94,56
202851,2,0,1,70,54
203096,1,0,0,94,64
203096,2,0,0,70,64
203123,1,0,1,92,56
203124,2,0,1,61,54
203369,1,0,0,92,64
203369,2,0,0,61,64
203396,2,0,1,68,54
203642,2,0,0,68,64
203669,1,0,1,73,63
203669,2,0,1,61,54
203791,1,0,0,73,64
203805,1,0,1,75,63
203915,2,0,0,61,64
203928,1,0,0,75,64
203941,1,0,1,77,63
203941,1,0,1,68,63
203942,2,0,1,49,54
204187,1,0,0,77,64
204187,2,0,0,49,64
204187,1,0,0,68,64
204214,1,0,1,75,63
204215,2,0,1,56,54
204460,1,0,0,75,64
204460,2,0,0,56,64
204487,1,0,1,73,63
204487,2,0,1,61,54
204732,1,0,0,73,64
204733,2,0,0,61,64
204760,1,0,1,72,63
204760,2,0,1,53,54
204760,1,0,1,80,63
205006,2,0,0,53,64
205033,2,0,1,61,54
205251,2,0,0,61,64
205278,1,0,0,80,64
205278,1,0,0,72,64
205305,1,0,1,73,63
205306,2,0,1,65,54
205742,2,0,0,65,64
205796,1,0,0,73,64
205851,1,0,1,73,51
205851,2,0,1,54,54
205851,1,0,1,70,51
205851,1,0,1,68,51
206096,1,0,0,73,64
206096,1,0,0,70,64
206096,1,0,0,68,64
206369,2,0,0,54,64
206396,1,0,1,85,55
206396,2,0,1,61,54
206641,1,0,0,85,64
206642,2,0,0,61,64
206669,1,0,1,87,55
206669,2,0,1,68,54
206914,1,0,0,87,64
206915,2,0,0,68,64
206941,1,0,1,85,55
206942,2,0,1,61,54
207187,1,0,0,85,64
207187,2,0,0,61,64
207214,1,0,1,94,55
207215,2,0,1,70,54
207460,1,0,0,94,64
207460,2,0,0,70,64
207487,1,0,1,92,55
207487,2,0,1,61,54
207732,1,0,0,92,64
207733,2,0,0,61,64
207760,2,0,1,68,54
208006,2,0,0,68,64
208032,1,0,1,73,63
208033,2,0,1,61,80
208155,1,0,0,73,64
208169,1,0,1,75,63
208278,2,0,0,61,64
208291,1,0,0,75,64
208305,1,0,1,77,63
208305,1,0,1,68,63
208306,2,0,1,49,54
208551,1,0,0,77,64
208551,2,0,0,49,64
208551,1,0,0,68,64
208578,1,0,1,75,64
208578,2,0,1,56,54
208823,1,0,0,75,64
208824,2,0,0,56,64
208851,1,0,1,73,64
208851,2,0,1,61,54
209096,1,0,0,73,64
209096,2,0,0,61,64
209123,1,0,1,80,64
209123,1,0,1,72,64
209124,2,0,1,53,54
209369,2,0,0,53,64
209396,2,0,1,61,54
209615,2,0,0,61,64
209641,1,0,0,80,64
209641,1,0,0,72,64
209669,1,0,1,73,64
209669,2,0,1,65,54
210106,2,0,0,65,64
210160,1,0,0,73,64
210214,1,0,1,73,51
210214,1,0,1,70,51
210214,1,0,1,68,51
210215,2,0,1,54,54
210460,1,0,0,70,64
210460,1,0,0,68,64
210460,1,0,0,73,64
210775,2,0,0,54,64
210806,1,0,1,85,55
210807,2,0,1,61,54
211093,1,0,0,85,64
211094,2,0,0,61,64
211125,1,0,1,87,55
211126,2,0,1,68,54
211412,1,0,0,87,64
211413,2,0,0,68,64
211444,1,0,1,85,55
211445,2,0,1,61,54
211732,1,0,0,85,64
211732,2,0,0,61,64
211763,1,0,1,94,55
211764,2,0,1,70,54
212051,1,0,0,94,64
212051,2,0,0,70,64
212083,1,0,1,92,55
212083,2,0,1,61,54
212370,1,0,0,92,64
212370,2,0,0,61,64
212402,2,0,1,68,54
212689,2,0,0,68,64
212721,1,0,1,73,64
212721,2,0,1,61,80
212865,1,0,0,73,64
212880,1,0,1,75,64
213009,2,0,0,61,64
213024,1,0,0,75,64
213040,1,0,1,77,64
213040,1,0,1,68,64
213041,2,0,1,49,54
213347,1,0,0,77,64
213347,2,0,0,49,64
213347,1,0,0,68,64
213381,1,0,1,75,64
213381,2,0,1,56,54
213688,1,0,0,75,64
213688,2,0,0,56,64
213722,1,0,1,73,64
213722,2,0,1,61,54
214029,1,0,0,73,64
214029,2,0,0,61,64
214063,1,0,1,72,64
214063,2,0,1,53,54
214063,1,0,1,80,64
214370,2,0,0,53,64
214404,2,0,1,61,54
214677,2,0,0,61,64
214710,1,0,0,80,64
214710,1,0,0,72,64
214745,1,0,1,73,64
214745,2,0,1,65,54
215052,2,0,0,65,64
215086,2,0,1,61,54
215700,2,0,0,61,64
215767,1,0,1,68,48
215767,1,0,0,73,64
215767,1,0,1,70,48
215768,1,0,1,73,48
215768,2,0,1,54,54
216165,2,0,0,54,64
216209,2,0,1,61,54
216561,1,0,0,73,64
216561,1,0,0,70,64
216561,1,0,0,68,64
216649,1,0,1,66,54
217046,1,0,0,66,64
217090,1,0,1,68,56
217487,1,0,0,68,64
217532,1,0,1,73,59
217929,1,0,0,73,64
217973,1,0,1,80,61
218370,1,0,0,80,64
218414,1,0,1,85,63
218811,1,0,0,85,64
218855,1,0,1,89,65
219306,2,0,0,61,64
219529,1,0,0,89,64
219604,1,0,1,97,68
219606,0,15,7,255,255
224404,1,0,0,97,64
225601,1,15,7,255,255
225603,2,15,7,255,255